orth;seqname;start;end;strand
ASTE014003;scaffold_00065;497626;497690;+
ASTE007187;scaffold_00055;646982;647174;+
ASTE007194;scaffold_00055;459575;462205;+
ASTE007193;scaffold_00055;481753;482025;+
ASTE007188;scaffold_00055;564596;566689;+
ASTE007189;scaffold_00055;547903;548454;+
ASTE007196;scaffold_00055;420789;420818;+
ASTE007192;scaffold_00055;487307;487531;+
NA;NA;NA;NA;NA
ASTE007197;scaffold_00055;407877;408219;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE014809;scaffold_00055;658764;658818;+
ASTE014810;scaffold_00055;558477;558559;+
ASTE014811;scaffold_00055;556140;556161;+
ASTE014812;scaffold_00055;480268;480505;-
NA;NA;NA;NA;NA
ASTE014813;scaffold_00055;453973;454053;+
ASTE014815;scaffold_00055;416240;416263;+
ASTE009974;scaffold_00001;1457699;1457760;+
ASTE009978;scaffold_00001;1433446;1433543;+
ASTE009979;scaffold_00001;1428910;1429094;-
ASTE009995;scaffold_00001;1280147;1281678;+
ASTE009996;scaffold_00001;1280147;1281678;+
ASTE009997;scaffold_00001;1273944;1273946;-
ASTE009987;scaffold_00001;1314967;1315089;+
ASTE009989;scaffold_00001;1314088;1314267;-
ASTE009993;scaffold_00001;1289978;1290062;+
ASTE009999;scaffold_00001;1264841;1264844;-
ASTE010000;scaffold_00001;1219202;1219424;-
ASTE009984;scaffold_00001;1324426;1324473;+
ASTE015863;scaffold_00009;2904978;2905494;-
ASTE015864;scaffold_00028;1510668;1510677;+
NA;NA;NA;NA;NA
ASTE009972;scaffold_00001;1492882;1493046;+
ASTE009976;scaffold_00001;1448719;1448998;-
ASTE009981;scaffold_00001;1396327;1396339;+
ASTE009991;scaffold_00001;1302773;1303549;+
ASTE009992;scaffold_00001;1301827;1302076;-
ASTE009994;scaffold_00001;1283950;1284031;+
ASTE009998;scaffold_00001;1266085;1266463;-
ASTE015925;scaffold_00024;891697;891825;+
ASTE009988;scaffold_00001;1314967;1315089;+
ASTE009970;scaffold_00001;1510185;1510715;-
ASTE009971;scaffold_00001;1494149;1495291;+
ASTE009977;scaffold_00001;1439196;1439381;-
ASTE009980;scaffold_00001;1416189;1417560;-
ASTE015935;scaffold_00008;1156163;1157145;+
ASTE015924;scaffold_00027;1052234;1052249;-
ASTE009975;scaffold_00001;1448719;1448998;-
ASTE009973;scaffold_00001;1488556;1488563;-
ASTE015104;scaffold_00001;1491551;1491639;-
ASTE015105;scaffold_00001;1411134;1411326;+
ASTE015106;scaffold_00001;1365072;1365135;+
ASTE015107;scaffold_00001;1339574;1339698;+
ASTE001978;scaffold_00024;530048;530185;-
ASTE001994;scaffold_00024;725852;726427;+
ASTE002006;scaffold_00024;820789;821677;+
ASTE001997;scaffold_00024;761826;761877;+
ASTE002008;scaffold_00024;838105;838314;-
ASTE001999;scaffold_00024;773016;773189;+
ASTE001998;scaffold_00024;773016;773189;+
ASTE002002;scaffold_00024;796105;796204;+
ASTE002005;scaffold_00024;806293;806350;-
ASTE001996;scaffold_00024;761826;761877;+
ASTE002007;scaffold_00024;820789;821677;+
ASTE001950;scaffold_00069;387741;388424;-
ASTE001964;scaffold_00024;13538;13984;+
ASTE001970;scaffold_00024;255485;257591;+
ASTE001972;scaffold_00024;374296;374847;+
ASTE001948;scaffold_00069;409188;409342;-
ASTE001984;scaffold_00024;603446;603458;-
ASTE001988;scaffold_00024;658444;660627;-
ASTE001991;scaffold_00024;703686;703867;+
ASTE002009;scaffold_00049;341704;341752;+
ASTE001954;scaffold_00069;338953;340221;+
ASTE001958;scaffold_00069;33494;33524;-
ASTE001973;scaffold_00024;387054;387200;+
ASTE001947;scaffold_00069;436256;436417;-
ASTE001976;scaffold_00024;513551;513569;-
ASTE001979;scaffold_00024;554668;554867;-
ASTE001974;scaffold_00024;459601;459798;+
ASTE001975;scaffold_00024;506087;507586;+
ASTE001977;scaffold_00024;514318;514778;+
ASTE001985;scaffold_00024;617068;617110;+
ASTE001983;scaffold_00024;581699;581830;-
ASTE001949;scaffold_00069;389671;389698;+
ASTE001951;scaffold_00069;384400;384478;+
ASTE001953;scaffold_00069;351036;351140;+
ASTE001990;scaffold_00024;666732;666796;+
ASTE001987;scaffold_00024;642878;643127;+
ASTE001992;scaffold_00024;703686;703867;+
ASTE001993;scaffold_00024;703686;703867;+
ASTE001986;scaffold_00024;632181;632972;-
ASTE002000;scaffold_00024;785966;786247;+
ASTE002003;scaffold_00024;799799;799861;+
ASTE002001;scaffold_00024;788947;790194;-
ASTE002004;scaffold_00024;804326;804443;+
ASTE001995;scaffold_00024;730967;730975;-
ASTE001965;scaffold_00024;15084;16039;+
ASTE001961;scaffold_00024;3337;3434;-
ASTE001963;scaffold_00024;12121;12695;-
ASTE001969;scaffold_00024;107841;107976;-
ASTE001967;scaffold_00024;85332;85374;+
ASTE001982;scaffold_00024;581699;581830;-
ASTE001980;scaffold_00024;559552;560033;-
NA;NA;NA;NA;NA
ASTE001952;scaffold_00069;376184;376481;+
ASTE001989;scaffold_00024;665304;665627;+
ASTE001955;scaffold_00069;229381;229773;+
ASTE001957;scaffold_00069;63365;63494;-
ASTE001956;scaffold_00069;124154;124158;-
ASTE001966;scaffold_00024;23481;23703;-
ASTE001960;scaffold_00069;17404;17415;-
ASTE001959;scaffold_00069;17404;17415;-
ASTE001962;scaffold_00024;4788;5325;+
ASTE001968;scaffold_00024;107841;107976;-
ASTE001971;scaffold_00024;255485;257591;+
NA;NA;NA;NA;NA
ASTE014208;scaffold_00024;276213;276345;+
ASTE014209;scaffold_00024;520048;520204;-
ASTE014210;scaffold_00024;581699;581830;-
ASTE014211;scaffold_00024;629329;629349;+
NA;NA;NA;NA;NA
ASTE004517;scaffold_00010;2232058;2234175;+
ASTE004518;scaffold_00010;2239782;2239958;-
ASTE004520;scaffold_00010;2301241;2301246;-
ASTE004516;scaffold_00010;2161318;2161663;-
NA;NA;NA;NA;NA
ASTE004521;scaffold_00010;2386492;2386793;+
NA;NA;NA;NA;NA
ASTE014513;scaffold_00010;2395351;2395405;-
ASTE009800;scaffold_00075;444414;444431;-
ASTE009803;scaffold_00075;357660;357678;+
ASTE009802;scaffold_00075;387711;387938;+
ASTE009801;scaffold_00075;428330;428417;+
ASTE015081;scaffold_00075;445078;445217;-
ASTE003896;scaffold_00112;406650;407834;-
ASTE003895;scaffold_00112;405116;405280;-
ASTE003900;scaffold_00070;936649;936999;+
ASTE003905;scaffold_00567;2659;2896;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE003903;scaffold_00307;3658;3928;-
ASTE003901;scaffold_00070;925483;925566;+
ASTE003904;scaffold_00070;909033;909394;+
ASTE003907;scaffold_00070;711708;711750;+
ASTE003908;scaffold_00070;710125;710442;-
ASTE003897;scaffold_00112;421293;421300;-
ASTE003898;scaffold_00112;450856;450918;+
ASTE003909;scaffold_00070;708697;708834;-
ASTE003906;scaffold_00070;724217;724505;-
ASTE003910;scaffold_00070;705390;705580;+
ASTE010509;scaffold_00011;2444035;2444726;-
ASTE010503;scaffold_00011;2515912;2516094;-
ASTE010510;scaffold_00011;2439495;2439526;+
ASTE010506;scaffold_00011;2474979;2475003;-
ASTE010515;scaffold_00011;2397297;2397372;+
ASTE010505;scaffold_00011;2488940;2489061;+
ASTE010507;scaffold_00011;2465149;2465163;+
ASTE010508;scaffold_00011;2447166;2447235;+
ASTE010499;scaffold_00011;2575145;2575462;-
ASTE010512;scaffold_00011;2411669;2411671;-
ASTE010513;scaffold_00011;2403493;2403529;-
NA;NA;NA;NA;NA
ASTE010501;scaffold_00011;2518678;2518686;+
ASTE010504;scaffold_00011;2488940;2489061;+
ASTE010500;scaffold_00011;2527639;2527793;-
ASTE010514;scaffold_00011;2398248;2399153;-
ASTE010511;scaffold_00011;2433170;2433415;-
ASTE010502;scaffold_00011;2515912;2516094;-
NA;NA;NA;NA;NA
ASTE015158;scaffold_00011;2391391;2391569;-
ASTE015157;scaffold_00011;2487464;2487474;-
ASTE007649;scaffold_00043;414416;414740;-
ASTE007644;scaffold_00043;353271;353404;-
ASTE007651;scaffold_00043;446279;446282;-
ASTE007639;scaffold_00043;291889;291900;-
ASTE007640;scaffold_00043;307550;309898;-
ASTE007641;scaffold_00043;326685;326770;-
ASTE007645;scaffold_00043;353586;353671;+
ASTE007647;scaffold_00043;378709;378759;+
ASTE007646;scaffold_00043;355205;355300;-
ASTE015865;scaffold_00015;1496162;1496606;-
ASTE007650;scaffold_00043;423992;424193;+
ASTE007638;scaffold_00043;286112;286519;+
ASTE007637;scaffold_00043;283223;283571;+
ASTE007642;scaffold_00043;345785;346016;-
ASTE007643;scaffold_00043;350968;351254;-
ASTE007653;scaffold_00043;564869;564967;+
NA;NA;NA;NA;NA
ASTE007654;scaffold_00043;564869;564967;+
ASTE001667;scaffold_00022;1819703;1819809;+
ASTE001669;scaffold_00022;1872640;1872909;+
ASTE001670;scaffold_00022;1894293;1895007;-
ASTE001671;scaffold_00022;1907248;1907627;+
ASTE001672;scaffold_00022;1922467;1922626;+
ASTE001668;scaffold_00022;1868793;1869053;-
ASTE010636;scaffold_00033;227649;227796;+
ASTE010631;scaffold_00033;191238;191278;+
ASTE010633;scaffold_00033;200378;200384;+
ASTE010622;scaffold_00033;155582;155740;-
ASTE010627;scaffold_00033;179271;179319;-
NA;NA;NA;NA;NA
ASTE010628;scaffold_00033;180591;181058;-
ASTE010630;scaffold_00033;190417;190426;-
ASTE010629;scaffold_00033;181995;182468;+
ASTE010642;scaffold_00033;414774;415376;+
ASTE010641;scaffold_00033;399881;399897;+
ASTE010638;scaffold_00033;242720;242767;+
ASTE010643;scaffold_00033;420401;421054;-
ASTE010645;scaffold_00033;428164;428418;-
ASTE010640;scaffold_00033;272665;272978;+
ASTE010647;scaffold_00033;437765;438028;-
ASTE010637;scaffold_00033;234785;234973;+
ASTE010635;scaffold_00033;215954;216062;+
ASTE010623;scaffold_00033;156630;156643;-
ASTE010625;scaffold_00033;173481;173559;+
ASTE010634;scaffold_00033;206986;207398;-
ASTE010632;scaffold_00033;199816;200113;-
ASTE010639;scaffold_00033;255891;256424;+
ASTE010626;scaffold_00033;176466;176553;-
ASTE010644;scaffold_00033;426380;427123;+
ASTE010646;scaffold_00033;428884;429056;+
ASTE015176;scaffold_00033;184131;184141;+
ASTE002228;scaffold_00022;2161052;2161054;-
NA;NA;NA;NA;NA
ASTE002229;scaffold_00022;2161593;2161797;+
ASTE002236;scaffold_00022;2186132;2186317;-
ASTE002240;scaffold_00089;8022;8432;-
ASTE002238;scaffold_00022;2221484;2221585;-
ASTE002223;scaffold_00022;2078907;2078967;+
ASTE002224;scaffold_00022;2079973;2080092;+
ASTE002226;scaffold_00022;2139869;2140076;+
ASTE002227;scaffold_00022;2154672;2154859;+
ASTE002225;scaffold_00022;2096976;2097225;-
ASTE002232;scaffold_00022;2165729;2166049;+
ASTE002235;scaffold_00022;2179166;2179242;+
ASTE002233;scaffold_00022;2165729;2166049;+
ASTE002242;scaffold_00089;14093;14109;-
ASTE002243;scaffold_00089;14379;14398;+
ASTE002249;scaffold_00089;136119;136256;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE002241;scaffold_00089;10001;10708;+
NA;NA;NA;NA;NA
ASTE002230;scaffold_00022;2163416;2163656;+
ASTE002231;scaffold_00022;2164826;2165026;-
NA;NA;NA;NA;NA
ASTE002247;scaffold_00089;37116;37224;+
ASTE002244;scaffold_00089;18178;18426;-
ASTE002246;scaffold_00089;36276;36402;-
ASTE014242;scaffold_00022;2161593;2161797;+
ASTE014243;scaffold_00022;2172999;2173225;+
ASTE014246;scaffold_00089;141464;141471;+
ASTE014245;scaffold_00089;124351;124450;-
ASTE014244;scaffold_00089;22346;22349;-
ASTE007334;scaffold_00014;2428427;2428468;-
ASTE007329;scaffold_00014;2406194;2406197;+
ASTE007317;scaffold_00014;2187563;2190289;+
ASTE007313;scaffold_00014;2152596;2152691;-
ASTE007318;scaffold_00014;2214292;2215393;-
ASTE007314;scaffold_00014;2154296;2154751;+
ASTE007315;scaffold_00014;2163771;2164290;+
ASTE007323;scaffold_00014;2321114;2321327;-
ASTE007319;scaffold_00014;2269470;2269935;+
ASTE007332;scaffold_00014;2419364;2419424;-
ASTE007327;scaffold_00014;2400593;2401381;-
ASTE007330;scaffold_00014;2406194;2406197;+
NA;NA;NA;NA;NA
ASTE007326;scaffold_00014;2396433;2396661;+
ASTE007328;scaffold_00014;2401929;2401953;+
ASTE007333;scaffold_00014;2420502;2420779;+
ASTE007335;scaffold_00014;2429638;2431263;+
ASTE007324;scaffold_00014;2359765;2360021;-
ASTE007316;scaffold_00014;2163771;2164290;+
ASTE007322;scaffold_00014;2269470;2269935;+
ASTE007320;scaffold_00014;2269470;2269935;+
ASTE007321;scaffold_00014;2269470;2269935;+
ASTE007325;scaffold_00014;2388010;2388028;-
ASTE007331;scaffold_00014;2406194;2406197;+
ASTE014831;scaffold_00014;2159814;2159987;+
ASTE002687;scaffold_00053;941420;943291;-
ASTE002689;scaffold_00053;935593;935792;-
ASTE002686;scaffold_00053;945940;946051;+
ASTE002694;scaffold_00053;897214;897319;-
ASTE002696;scaffold_00053;884097;884229;-
ASTE002691;scaffold_00053;909137;909195;+
ASTE002693;scaffold_00053;897856;897930;+
ASTE002695;scaffold_00053;886941;887099;+
ASTE015877;scaffold_00125;264325;264830;+
ASTE015878;scaffold_00125;264325;264830;+
ASTE002688;scaffold_00053;938478;938916;-
ASTE002698;scaffold_00053;852202;852250;+
ASTE002690;scaffold_00053;930684;930918;+
ASTE002692;scaffold_00053;908298;908300;-
ASTE002699;scaffold_00053;676831;676977;-
NA;NA;NA;NA;NA
ASTE002294;scaffold_00143;226555;227071;-
ASTE002296;scaffold_00143;226555;227071;-
ASTE002297;scaffold_00143;202288;202617;-
ASTE002300;scaffold_00200;33452;36010;+
ASTE002303;scaffold_00200;40848;41642;+
ASTE002304;scaffold_00090;581531;582200;-
ASTE002305;scaffold_00090;584091;584096;+
ASTE002266;scaffold_00097;36587;36659;-
NA;NA;NA;NA;NA
ASTE002290;scaffold_00097;450399;451277;-
ASTE002295;scaffold_00143;226555;227071;-
NA;NA;NA;NA;NA
ASTE002265;scaffold_00097;36587;36659;-
ASTE002287;scaffold_00097;430628;430827;+
ASTE002252;scaffold_00106;244335;244493;+
ASTE002254;scaffold_00106;297691;298288;-
NA;NA;NA;NA;NA
ASTE002255;scaffold_00106;297691;298288;-
ASTE002298;scaffold_00143;80146;80223;+
ASTE002261;scaffold_00106;364743;364755;+
ASTE002257;scaffold_00106;319395;319398;-
ASTE002260;scaffold_00106;364192;364430;-
ASTE002256;scaffold_00106;314154;314352;+
ASTE002258;scaffold_00106;349423;350229;+
ASTE002259;scaffold_00106;358288;358493;+
ASTE002302;scaffold_00200;38938;39439;+
ASTE002270;scaffold_00097;212540;212711;+
ASTE002267;scaffold_00097;177855;177916;-
ASTE002269;scaffold_00097;208892;209084;-
ASTE002275;scaffold_00097;279217;279272;-
ASTE002280;scaffold_00097;317564;317620;+
ASTE002274;scaffold_00097;275166;275811;-
ASTE002277;scaffold_00097;285728;286682;-
ASTE002281;scaffold_00097;338233;338517;-
ASTE002273;scaffold_00097;240130;240220;+
ASTE002278;scaffold_00097;288180;288262;+
ASTE002283;scaffold_00097;392914;393385;-
ASTE002284;scaffold_00097;414182;414607;-
NA;NA;NA;NA;NA
ASTE002286;scaffold_00097;423109;423307;+
ASTE002293;scaffold_00097;496982;496999;+
NA;NA;NA;NA;NA
ASTE002299;scaffold_00200;9408;9416;-
ASTE002262;scaffold_00106;370534;371988;-
NA;NA;NA;NA;NA
ASTE002301;scaffold_00200;36976;37824;-
ASTE002306;scaffold_00090;534404;534667;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE002268;scaffold_00097;206026;206107;+
ASTE002272;scaffold_00097;225174;225983;+
ASTE002276;scaffold_00097;284652;284666;-
ASTE002279;scaffold_00097;294296;294566;-
NA;NA;NA;NA;NA
ASTE002282;scaffold_00097;386936;387112;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE002292;scaffold_00097;495965;496032;-
ASTE014249;scaffold_00106;240852;240999;+
ASTE014250;scaffold_00097;63872;64093;+
ASTE014251;scaffold_00097;190640;190779;+
ASTE014252;scaffold_02498;1361;1460;+
ASTE014253;scaffold_00097;297203;297428;+
ASTE014255;scaffold_00097;428530;428712;+
ASTE014254;scaffold_00097;372654;372714;-
NA;NA;NA;NA;NA
ASTE014257;scaffold_00200;40848;41642;+
ASTE014258;scaffold_00090;652402;652668;-
ASTE008222;scaffold_00045;656535;656768;-
ASTE008217;scaffold_00045;673426;673542;+
ASTE008216;scaffold_00045;695930;696176;-
ASTE008218;scaffold_00045;672853;673065;-
ASTE008226;scaffold_00045;503264;503378;-
NA;NA;NA;NA;NA
ASTE008223;scaffold_00045;620855;620870;+
ASTE008219;scaffold_00045;666486;666622;+
ASTE008220;scaffold_00045;659593;660205;-
ASTE008221;scaffold_00045;656535;656768;-
ASTE008224;scaffold_00045;578871;578916;+
ASTE008225;scaffold_00045;519939;520687;+
ASTE014941;scaffold_00045;469493;469564;-
NA;NA;NA;NA;NA
ASTE006124;scaffold_00113;141851;143908;-
ASTE006121;scaffold_00113;71849;72361;+
ASTE006122;scaffold_00113;81939;81991;-
ASTE006128;scaffold_00113;250640;250651;-
NA;NA;NA;NA;NA
ASTE006126;scaffold_00113;244560;246260;-
ASTE006127;scaffold_00113;250640;250651;-
ASTE014705;scaffold_00113;94999;95070;-
ASTE008430;scaffold_00077;264692;265235;-
NA;NA;NA;NA;NA
ASTE008431;scaffold_00077;225815;226436;-
ASTE008440;scaffold_00077;130183;130404;+
ASTE008442;scaffold_00077;113841;113965;+
ASTE008438;scaffold_00077;139411;139491;+
ASTE008443;scaffold_00077;109133;109249;+
ASTE008439;scaffold_00077;132413;132505;+
ASTE008444;scaffold_00077;104126;104335;-
ASTE008432;scaffold_00077;204475;204581;-
NA;NA;NA;NA;NA
ASTE008441;scaffold_00077;128812;129006;-
ASTE008447;scaffold_00077;37757;40061;-
ASTE008448;scaffold_00077;13261;14472;-
ASTE008435;scaffold_00077;161011;161277;+
ASTE008434;scaffold_00077;161011;161277;+
ASTE008446;scaffold_00077;66761;66859;+
ASTE008445;scaffold_00077;66761;66859;+
NA;NA;NA;NA;NA
ASTE003131;scaffold_00014;1479191;1479958;+
ASTE003126;scaffold_00014;1454328;1455098;+
ASTE003128;scaffold_00014;1471314;1471390;+
ASTE003130;scaffold_00014;1477586;1477701;-
ASTE003125;scaffold_00014;1450668;1450788;-
ASTE003127;scaffold_00014;1459977;1460144;-
ASTE003134;scaffold_00014;1485215;1485257;-
ASTE003135;scaffold_00014;1485821;1487264;+
ASTE003136;scaffold_00014;1494656;1494715;-
ASTE003138;scaffold_00014;1515186;1515413;-
ASTE003139;scaffold_00014;1522818;1523333;+
ASTE003142;scaffold_02566;1241;1741;+
ASTE003140;scaffold_00014;1531113;1531215;+
ASTE003145;scaffold_00014;1620401;1621015;+
ASTE003146;scaffold_00014;1623032;1623082;+
ASTE003151;scaffold_00014;1654536;1654673;+
NA;NA;NA;NA;NA
ASTE003144;scaffold_00014;1619666;1619770;-
ASTE003129;scaffold_00014;1471314;1471390;+
ASTE003124;scaffold_00014;1445069;1445128;-
ASTE003133;scaffold_00014;1481858;1482051;+
ASTE003123;scaffold_00014;1440490;1441965;-
ASTE003141;scaffold_00014;1546553;1546645;-
ASTE003148;scaffold_00014;1647995;1648006;-
NA;NA;NA;NA;NA
ASTE003150;scaffold_00014;1650716;1650780;-
ASTE003153;scaffold_00014;1660434;1660526;+
ASTE003152;scaffold_00014;1660434;1660526;+
ASTE003143;scaffold_00014;1616602;1616950;-
ASTE003147;scaffold_00014;1623032;1623082;+
ASTE003132;scaffold_00014;1479191;1479958;+
ASTE003137;scaffold_00014;1502845;1502978;+
ASTE003155;scaffold_00014;1680937;1682597;-
ASTE014348;scaffold_00014;1516889;1516996;+
ASTE014350;scaffold_00014;1680937;1682597;-
ASTE014349;scaffold_00014;1654536;1654673;+
ASTE008808;scaffold_00027;868817;868865;+
ASTE008810;scaffold_00027;874719;876167;+
ASTE008807;scaffold_00027;771379;771435;+
ASTE008813;scaffold_00027;928872;928974;+
ASTE008814;scaffold_00027;930737;930897;+
ASTE008811;scaffold_00027;878114;878171;-
NA;NA;NA;NA;NA
ASTE008812;scaffold_00027;916342;916348;+
ASTE008806;scaffold_00027;770134;770211;-
ASTE008809;scaffold_00027;874039;874176;-
ASTE008805;scaffold_00027;749069;750178;+
ASTE014995;scaffold_00027;734239;734417;+
ASTE003062;scaffold_00001;1754009;1754155;+
ASTE003076;scaffold_00001;1676026;1676089;-
ASTE003072;scaffold_00001;1696363;1697961;-
ASTE003081;scaffold_00001;1510185;1510715;-
ASTE003061;scaffold_00001;1754009;1754155;+
ASTE003060;scaffold_00001;1754009;1754155;+
ASTE003067;scaffold_00001;1725627;1727949;-
ASTE003068;scaffold_00001;1722220;1722768;-
ASTE003075;scaffold_00001;1686087;1686182;+
ASTE003070;scaffold_00001;1719403;1719625;-
ASTE003074;scaffold_00001;1688800;1688894;-
ASTE003065;scaffold_00001;1730887;1731072;+
ASTE003069;scaffold_00001;1720279;1720651;+
ASTE003080;scaffold_00001;1520318;1523080;-
NA;NA;NA;NA;NA
ASTE003064;scaffold_00001;1742481;1742720;+
ASTE003071;scaffold_00001;1711671;1711759;+
ASTE003073;scaffold_00001;1689348;1689434;+
ASTE003066;scaffold_00001;1729059;1729086;+
NA;NA;NA;NA;NA
ASTE003078;scaffold_00001;1578335;1579747;+
ASTE003079;scaffold_00001;1557980;1558162;+
ASTE014341;scaffold_00001;1754009;1754155;+
ASTE014342;scaffold_00001;1693924;1694110;-
NA;NA;NA;NA;NA
ASTE014344;scaffold_00001;1533138;1533182;-
ASTE007884;scaffold_00055;86160;86162;+
ASTE007876;scaffold_00055;154399;154559;-
ASTE007878;scaffold_00055;139560;140192;+
ASTE007892;scaffold_00055;27134;27329;-
ASTE007894;scaffold_00055;6834;8711;-
ASTE007897;scaffold_00161;15547;15608;+
ASTE007901;scaffold_00161;18424;18918;-
ASTE007888;scaffold_00055;62571;62636;+
ASTE007906;scaffold_00161;46792;46962;-
ASTE007899;scaffold_00161;15547;15608;+
ASTE007898;scaffold_00161;15547;15608;+
ASTE007904;scaffold_01105;2994;3034;+
ASTE007882;scaffold_00055;109221;109332;+
ASTE007877;scaffold_00055;154399;154559;-
ASTE007879;scaffold_00055;138617;138796;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE007885;scaffold_00055;85672;85720;-
ASTE007893;scaffold_00055;14154;15068;-
ASTE007887;scaffold_00055;71294;71392;-
ASTE007889;scaffold_00055;58213;61350;-
ASTE007896;scaffold_00161;9549;9952;+
NA;NA;NA;NA;NA
ASTE007907;scaffold_00161;81241;82398;-
ASTE007900;scaffold_00161;18424;18918;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE007903;scaffold_01105;2322;2522;-
ASTE007886;scaffold_00055;77150;77425;+
ASTE007875;scaffold_00055;156083;156148;+
ASTE007880;scaffold_00055;127902;128063;+
ASTE007890;scaffold_00055;54165;54307;+
ASTE007891;scaffold_00055;30985;32485;-
ASTE014908;scaffold_00055;133744;134033;+
ASTE014909;scaffold_00055;126379;126588;+
ASTE002092;scaffold_00036;684783;684837;-
ASTE002094;scaffold_00036;661879;662311;-
ASTE002095;scaffold_00036;661879;662311;-
ASTE002111;scaffold_00036;483541;484506;+
NA;NA;NA;NA;NA
ASTE002105;scaffold_00036;506588;507757;-
ASTE002099;scaffold_00036;620641;621891;+
ASTE002088;scaffold_00036;731023;733392;+
ASTE002090;scaffold_00036;719203;719231;+
ASTE002089;scaffold_00036;724250;724498;-
ASTE002113;scaffold_00036;480188;480223;+
ASTE002100;scaffold_00036;608591;609270;+
ASTE002102;scaffold_00036;603650;603689;-
ASTE002103;scaffold_00036;600316;600595;-
ASTE002109;scaffold_00036;491417;491493;+
ASTE002101;scaffold_00036;605009;605116;+
ASTE002097;scaffold_00036;623783;625006;-
ASTE002098;scaffold_00036;622896;623199;-
ASTE002091;scaffold_00036;684783;684837;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE002110;scaffold_00036;490816;490950;-
ASTE002112;scaffold_00036;482661;482691;-
ASTE002096;scaffold_00036;635605;635721;-
ASTE002104;scaffold_00036;580135;580178;+
ASTE014222;scaffold_00036;605009;605116;+
ASTE014227;scaffold_00036;475046;475126;-
ASTE014221;scaffold_00036;608591;609270;+
NA;NA;NA;NA;NA
ASTE014224;scaffold_00036;568883;569070;+
ASTE014226;scaffold_00036;477174;477413;+
NA;NA;NA;NA;NA
ASTE008839;scaffold_00033;711745;711779;+
ASTE008842;scaffold_00033;723216;723299;-
ASTE008845;scaffold_00033;748727;748866;+
ASTE008836;scaffold_00033;682309;682461;-
ASTE008837;scaffold_00033;700802;701099;-
ASTE008858;scaffold_00033;838524;838530;+
ASTE008854;scaffold_00033;811300;811423;+
ASTE008856;scaffold_00033;821880;822510;+
NA;NA;NA;NA;NA
ASTE008848;scaffold_00033;765022;765151;-
ASTE008846;scaffold_00033;752976;753505;+
ASTE008852;scaffold_00033;795362;795610;-
ASTE008857;scaffold_00033;838133;838270;-
ASTE008851;scaffold_00033;777998;778139;+
ASTE008859;scaffold_00033;847517;847968;-
ASTE008853;scaffold_00033;801289;801485;+
ASTE008832;scaffold_00033;646450;646583;+
NA;NA;NA;NA;NA
ASTE008835;scaffold_00033;658381;658752;+
ASTE008844;scaffold_00033;746698;746868;-
ASTE008838;scaffold_00033;710927;711093;-
ASTE008847;scaffold_00033;763623;763799;-
ASTE008833;scaffold_00033;658381;658752;+
ASTE008841;scaffold_00033;723216;723299;-
NA;NA;NA;NA;NA
ASTE008862;scaffold_01383;1658;2557;+
ASTE008855;scaffold_00033;821880;822510;+
ASTE008850;scaffold_00033;776399;776426;-
ASTE008860;scaffold_00033;849009;850151;+
ASTE008843;scaffold_00033;723853;724258;+
NA;NA;NA;NA;NA
ASTE015000;scaffold_00033;672158;672484;+
NA;NA;NA;NA;NA
ASTE004643;scaffold_00089;628592;628612;+
ASTE004645;scaffold_00089;633332;634714;+
ASTE004653;scaffold_00096;445513;445729;+
ASTE004647;scaffold_00096;581315;581386;-
ASTE004646;scaffold_00089;646247;646790;+
ASTE004642;scaffold_00089;615976;618971;+
ASTE004641;scaffold_00089;615976;618971;+
ASTE004649;scaffold_00096;539819;539947;-
ASTE004648;scaffold_00096;546679;546804;+
ASTE004650;scaffold_00096;505550;506824;+
ASTE004651;scaffold_00096;478278;478405;+
ASTE004644;scaffold_00089;632394;632984;-
NA;NA;NA;NA;NA
ASTE014526;scaffold_00096;585691;585813;+
ASTE010738;scaffold_00017;1245229;1245237;-
ASTE010735;scaffold_00017;1308578;1308703;+
ASTE010733;scaffold_00017;1316401;1316479;-
ASTE010734;scaffold_00017;1308578;1308703;+
ASTE010736;scaffold_00017;1303556;1303961;-
ASTE010802;scaffold_00017;375828;376152;+
ASTE010804;scaffold_00017;362949;363050;+
ASTE010809;scaffold_00017;200301;200663;-
ASTE010810;scaffold_00017;190601;190988;-
ASTE010806;scaffold_00017;279591;279799;+
ASTE010819;scaffold_00017;105202;105398;+
ASTE010818;scaffold_00017;106740;106878;-
NA;NA;NA;NA;NA
ASTE010812;scaffold_00017;125810;125897;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE010822;scaffold_00017;82760;82974;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE010747;scaffold_00017;1096811;1096982;+
