"ensembl_gene_id";"agambiae_eg_gene"
"ASTE000924";"AGAP000768"
"ASTE000928";"AGAP000773"
"ASTE000921";"AGAP001043"
"ASTE011090";"AGAP005407"
"ASTE011093";"AGAP005410"
"ASTE011085";"AGAP006238"
"ASTE011088";"AGAP006241"
"ASTE011079";"AGAP006232"
"ASTE011083";"AGAP006236"
"ASTE011087";"AGAP006240"
"ASTE011091";"AGAP005408"
"ASTE011081";"AGAP006234"
"ASTE011092";"AGAP005409"
"ASTE011104";"AGAP005419"
"ASTE011101";"AGAP005416"
"ASTE011103";"AGAP005418"
"ASTE011098";"AGAP005413"
"ASTE011094";"AGAP005411"
"ASTE011086";"AGAP006239"
"ASTE011082";"AGAP006235"
"ASTE011089";"AGAP005406"
"ASTE011080";"AGAP006233"
"ASTE011097";"AGAP005412"
"ASTE011084";"AGAP006237"
"ASTE011078";"AGAP006231"
"ASTE011099";"AGAP005414"
"ASTE011102";"AGAP005417"
"ASTE011100";"AGAP005415"
"ASTE005545";"AGAP027996"
"ASTE005544";"AGAP008948"
"ASTE005538";"AGAP008943"
"ASTE005541";"AGAP008945"
"ASTE005543";"AGAP008946"
"ASTE006288";"AGAP000723"
"ASTE006283";"AGAP000717"
"ASTE006284";"AGAP000718"
"ASTE006289";"AGAP000724"
"ASTE006290";"AGAP011684"
"ASTE006290";"AGAP000725"
"ASTE006286";"AGAP000720"
"ASTE006287";"AGAP000721"
"ASTE006277";"AGAP009623"
"ASTE006275";"AGAP009621"
"ASTE006271";"AGAP009617"
"ASTE006273";"AGAP009619"
"ASTE006272";"AGAP009618"
"ASTE006274";"AGAP009620"
"ASTE006282";"AGAP009626"
"ASTE006279";"AGAP009624"
"ASTE006276";"AGAP009622"
"ASTE006280";"AGAP009625"
"ASTE006270";"AGAP009616"
"ASTE005143";"AGAP000228"
"ASTE005146";"AGAP000225"
"ASTE005177";"AGAP000831"
"ASTE005178";"AGAP000832"
"ASTE005183";"AGAP013506"
"ASTE005185";"AGAP000841"
"ASTE005189";"AGAP000631"
"ASTE005149";"AGAP000222"
"ASTE005151";"AGAP000220"
"ASTE005140";"AGAP000232"
"ASTE005173";"AGAP000825"
"ASTE005153";"AGAP013253"
"ASTE005141";"AGAP012975"
"ASTE005142";"AGAP000230"
"ASTE005166";"AGAP000819"
"ASTE005165";"AGAP000818"
"ASTE005169";"AGAP000822"
"ASTE005170";"AGAP000416"
"ASTE005181";"AGAP000835"
"ASTE005181";"AGAP004972"
"ASTE005181";"AGAP004973"
"ASTE005175";"AGAP000829"
"ASTE005176";"AGAP000830"
"ASTE005182";"AGAP028655"
"ASTE005186";"AGAP000627"
"ASTE005190";"AGAP000633"
"ASTE005184";"AGAP000840"
"ASTE005192";"AGAP000427"
"ASTE005191";"AGAP000634"
"ASTE005187";"AGAP000629"
"ASTE005187";"AGAP013491"
"ASTE005188";"AGAP000630"
"ASTE005148";"AGAP000223"
"ASTE005154";"AGAP000218"
"ASTE005152";"AGAP000219"
"ASTE005155";"AGAP000217"
"ASTE005158";"AGAP000213"
"ASTE005159";"AGAP000211"
"ASTE005168";"AGAP000821"
"ASTE005171";"AGAP000823"
"ASTE005167";"AGAP000820"
"ASTE005172";"AGAP000824"
"ASTE015885";"AGAP009855"
"ASTE005180";"AGAP000834"
"ASTE005179";"AGAP000833"
"ASTE005156";"AGAP000215"
"ASTE005157";"AGAP000214"
"ASTE005160";"AGAP000209"
"ASTE001596";"AGAP010543"
"ASTE001595";"AGAP010544"
"ASTE006743";"AGAP003497"
"ASTE006750";"AGAP003504"
"ASTE006754";"AGAP003509"
"ASTE006746";"AGAP003499"
"ASTE006740";"AGAP003492"
"ASTE006741";"AGAP003495"
"ASTE006741";"AGAP003494"
"ASTE006742";"AGAP013468"
"ASTE006744";"AGAP003496"
"ASTE006745";"AGAP003498"
"ASTE006751";"AGAP003506"
"ASTE006749";"AGAP003503"
"ASTE006749";"AGAP012868"
"ASTE006752";"AGAP003507"
"ASTE006748";"AGAP003502"
"ASTE006748";"AGAP012561"
"ASTE006747";"AGAP003500"
"ASTE006753";"AGAP003508"
"ASTE001629";"AGAP009137"
"ASTE001812";"AGAP002215"
"ASTE001822";"AGAP002226"
"ASTE001824";"AGAP002228"
"ASTE001815";"AGAP002219"
"ASTE001811";"AGAP002214"
"ASTE001817";"AGAP002221"
"ASTE001813";"AGAP002216"
"ASTE001819";"AGAP002223"
"ASTE001814";"AGAP002217"
"ASTE001823";"AGAP002227"
"ASTE001816";"AGAP002220"
"ASTE001818";"AGAP002222"
"ASTE001820";"AGAP002224"
"ASTE001810";"AGAP013170"
"ASTE005386";"AGAP006024"
"ASTE005387";"AGAP006023"
"ASTE005391";"AGAP006020"
"ASTE005390";"AGAP006021"
"ASTE005389";"AGAP006022"
"ASTE001464";"AGAP004052"
"ASTE001465";"AGAP004052"
"ASTE007184";"AGAP005074"
"ASTE007183";"AGAP005075"
"ASTE007186";"AGAP005072"
"ASTE007181";"AGAP005076"
"ASTE007185";"AGAP005073"
"ASTE002807";"AGAP006699"
"ASTE002805";"AGAP028460"
"ASTE002806";"AGAP006698"
"ASTE002808";"AGAP006700"
"ASTE007094";"AGAP005007"
"ASTE007100";"AGAP005001"
"ASTE007091";"AGAP005009"
"ASTE007098";"AGAP005003"
"ASTE007099";"AGAP005002"
"ASTE007101";"AGAP005001"
"ASTE007095";"AGAP005006"
"ASTE007096";"AGAP005005"
"ASTE007097";"AGAP005004"
"ASTE007093";"AGAP005008"
"ASTE000453";"AGAP011608"
"ASTE000450";"AGAP011604"
"ASTE000451";"AGAP011605"
"ASTE001790";"AGAP007604"
"ASTE001791";"AGAP007603"
"ASTE001705";"AGAP007667"
"ASTE001722";"AGAP007685"
"ASTE001730";"AGAP007699"
"ASTE001735";"AGAP007705"
"ASTE001764";"AGAP007627"
"ASTE001760";"AGAP007630"
"ASTE001778";"AGAP007616"
"ASTE001789";"AGAP007605"
"ASTE001799";"AGAP007593"
"ASTE001802";"AGAP007587"
"ASTE001718";"AGAP007682"
"ASTE001717";"AGAP013037"
"ASTE001740";"AGAP007715"
"ASTE001678";"AGAP007636"
"ASTE001784";"AGAP007609"
"ASTE001784";"AGAP007610"
"ASTE001779";"AGAP007615"
"ASTE001780";"AGAP007614"
"ASTE001783";"AGAP007612"
"ASTE001786";"AGAP007608"
"ASTE001686";"AGAP007644"
"ASTE001685";"AGAP007643"
"ASTE001688";"AGAP007646"
"ASTE001788";"AGAP007606"
"ASTE001793";"AGAP007600"
"ASTE001792";"AGAP007601"
"ASTE001794";"AGAP007598"
"ASTE001797";"AGAP007595"
"ASTE001798";"AGAP007594"
"ASTE001801";"AGAP007591"
"ASTE001800";"AGAP007592"
"ASTE001806";"AGAP007586"
"ASTE001691";"AGAP007650"
"ASTE001698";"AGAP007658"
"ASTE001697";"AGAP007657"
"ASTE001694";"AGAP007654"
"ASTE001708";"AGAP007671"
"ASTE001704";"AGAP007664"
"ASTE001706";"AGAP007668"
"ASTE001703";"AGAP007663"
"ASTE001707";"AGAP007670"
"ASTE001710";"AGAP007674"
"ASTE001700";"AGAP007660"
"ASTE001716";"AGAP007680"
"ASTE001721";"AGAP007684"
"ASTE001712";"AGAP007676"
"ASTE001714";"AGAP007678"
"ASTE001715";"AGAP007679"
"ASTE001720";"AGAP007683"
"ASTE001728";"AGAP007693"
"ASTE001723";"AGAP007686"
"ASTE001725";"AGAP007688"
"ASTE001724";"AGAP007687"
"ASTE001729";"AGAP007698"
"ASTE001726";"AGAP007690"
"ASTE001732";"AGAP007701"
"ASTE001727";"AGAP007691"
"ASTE001731";"AGAP007700"
"ASTE001739";"AGAP007713"
"ASTE001734";"AGAP007704"
"ASTE001736";"AGAP007707"
"ASTE001737";"AGAP007711"
"ASTE001748";"AGAP007722"
"ASTE001744";"AGAP007718"
"ASTE001755";"AGAP007635"
"ASTE001757";"AGAP007633"
"ASTE001753";"AGAP007725"
"ASTE001758";"AGAP007631"
"ASTE001759";"AGAP007629"
"ASTE001756";"AGAP007634"
"ASTE001765";"AGAP007627"
"ASTE001774";"AGAP007620"
"ASTE001775";"AGAP007619"
"ASTE001768";"AGAP007626"
"ASTE001770";"AGAP007624"
"ASTE001776";"AGAP007618"
"ASTE001769";"AGAP007625"
"ASTE001683";"AGAP007641"
"ASTE001673";"AGAP002895"
"ASTE001679";"AGAP007637"
"ASTE001681";"AGAP007640"
"ASTE001674";"AGAP007729"
"ASTE001677";"AGAP007727"
"ASTE001680";"AGAP007638"
"ASTE001682";"AGAP007641"
"ASTE001676";"AGAP007728"
"ASTE001781";"AGAP007613"
"ASTE001782";"AGAP007611"
"ASTE001787";"AGAP007607"
"ASTE001684";"AGAP007642"
"ASTE001687";"AGAP007645"
"ASTE001795";"AGAP007596"
"ASTE001689";"AGAP007647"
"ASTE001804";"AGAP007588"
"ASTE001804";"AGAP007589"
"ASTE001696";"AGAP007656"
"ASTE001695";"AGAP007655"
"ASTE001693";"AGAP007653"
"ASTE001692";"AGAP007652"
"ASTE001690";"AGAP007648"
"ASTE001701";"AGAP007661"
"ASTE001709";"AGAP007672"
"ASTE001699";"AGAP007659"
"ASTE001702";"AGAP007662"
"ASTE001719";"AGAP007681"
"ASTE001713";"AGAP007677"
"ASTE001711";"AGAP007675"
"ASTE001733";"AGAP007703"
"ASTE001738";"AGAP007712"
"ASTE001745";"AGAP007719"
"ASTE001746";"AGAP007720"
"ASTE001741";"AGAP007717"
"ASTE001751";"AGAP007723"
"ASTE001761";"AGAP007628"
"ASTE001754";"AGAP007726"
"ASTE001777";"AGAP007617"
"ASTE001772";"AGAP007622"
"ASTE001773";"AGAP007621"
"ASTE001771";"AGAP007623"
"ASTE008415";"AGAP003143"
"ASTE008414";"AGAP003142"
"ASTE008422";"AGAP013060"
"ASTE008422";"AGAP012571"
"ASTE008413";"AGAP003141"
"ASTE008412";"AGAP003140"
"ASTE008419";"AGAP003148"
"ASTE008420";"AGAP003150"
"ASTE008416";"AGAP003145"
"ASTE008417";"AGAP003146"
"ASTE008404";"AGAP004228"
"ASTE001355";"AGAP004029"
"ASTE001358";"AGAP004032"
"ASTE001350";"AGAP004023"
"ASTE001356";"AGAP004030"
"ASTE001353";"AGAP004026"
"ASTE001357";"AGAP004031"
"ASTE001349";"AGAP004021"
"ASTE001352";"AGAP004025"
"ASTE010654";"AGAP009671"
"ASTE010651";"AGAP009674"
"ASTE010650";"AGAP009675"
"ASTE010648";"AGAP028643"
"ASTE010649";"AGAP028643"
"ASTE010655";"AGAP009670"
"ASTE010652";"AGAP009672"
"ASTE005137";"AGAP009182"
"ASTE005138";"AGAP009183"
"ASTE010612";"AGAP006084"
"ASTE010613";"AGAP006085"
"ASTE010616";"AGAP006088"
"ASTE010614";"AGAP006086"
"ASTE010615";"AGAP006087"
"ASTE004994";"AGAP012026"
"ASTE004997";"AGAP028148"
"ASTE004995";"AGAP028108"
"ASTE004995";"AGAP028157"
"ASTE004996";"AGAP028194"
"ASTE004991";"AGAP012023"
"ASTE004989";"AGAP027981"
"ASTE004989";"AGAP012022"
"ASTE004989";"AGAP012504"
"ASTE004998";"AGAP028174"
"ASTE004999";"AGAP028159"
"ASTE004999";"AGAP028040"
"ASTE004754";"AGAP004402"
"ASTE004748";"AGAP004396"
"ASTE004747";"AGAP004395"
"ASTE004746";"AGAP012819"
"ASTE004746";"AGAP004394"
"ASTE004752";"AGAP004399"
"ASTE004742";"AGAP012513"
"ASTE004753";"AGAP004401"
"ASTE004741";"AGAP004386"
"ASTE004743";"AGAP013338"
"ASTE004744";"AGAP004392"
"ASTE004749";"AGAP004397"
"ASTE009402";"AGAP010736"
"ASTE009396";"AGAP010732"
"ASTE009389";"AGAP010723"
"ASTE009393";"AGAP010728"
"ASTE009394";"AGAP010729"
"ASTE009398";"AGAP028500"
"ASTE009399";"AGAP010734"
"ASTE009401";"AGAP010737"
"ASTE009403";"AGAP010738"
"ASTE009391";"AGAP010725"
"ASTE009388";"AGAP010722"
"ASTE009395";"AGAP010730"
"ASTE009397";"AGAP010733"
"ASTE009390";"AGAP012885"
"ASTE009390";"AGAP010724"
"ASTE009404";"AGAP010739"
"ASTE009404";"AGAP012678"
"ASTE009392";"AGAP010727"
"ASTE004899";"AGAP006668"
"ASTE004903";"AGAP006672"
"ASTE004827";"AGAP006014"
"ASTE004826";"AGAP006016"
"ASTE004834";"AGAP005996"
"ASTE004844";"AGAP005987"
"ASTE004848";"AGAP005981"
"ASTE004856";"AGAP005972"
"ASTE004854";"AGAP005975"
"ASTE004867";"AGAP005960"
"ASTE004886";"AGAP005940"
"ASTE004901";"AGAP006670"
"ASTE004835";"AGAP005995"
"ASTE004836";"AGAP005994"
"ASTE004875";"AGAP005952"
"ASTE004894";"AGAP006664"
"ASTE004889";"AGAP005937"
"ASTE004904";"AGAP006674"
"ASTE004902";"AGAP006671"
"ASTE004907";"AGAP005706"
"ASTE004828";"AGAP006013"
"ASTE004824";"AGAP006018"
"ASTE004825";"AGAP006017"
"ASTE004829";"AGAP006012"
"ASTE004910";"AGAP005712"
"ASTE004908";"AGAP005710"
"ASTE004914";"AGAP005714"
"ASTE004842";"AGAP005988"
"ASTE004843";"AGAP005987"
"ASTE004830";"AGAP006011"
"ASTE004832";"AGAP006008"
"ASTE004832";"AGAP006007"
"ASTE004840";"AGAP005991"
"ASTE004831";"AGAP006004"
"ASTE004831";"AGAP006003"
"ASTE004839";"AGAP005992"
"ASTE004841";"AGAP005990"
"ASTE004846";"AGAP005983"
"ASTE004845";"AGAP005984"
"ASTE004847";"AGAP005982"
"ASTE004849";"AGAP005980"
"ASTE004851";"AGAP005977"
"ASTE004852";"AGAP028397"
"ASTE004850";"AGAP005978"
"ASTE004855";"AGAP005973"
"ASTE004857";"AGAP005971"
"ASTE004872";"AGAP005955"
"ASTE004868";"AGAP005959"
"ASTE004870";"AGAP005957"
"ASTE004864";"AGAP005962"
"ASTE004871";"AGAP005956"
"ASTE004873";"AGAP005954"
"ASTE004882";"AGAP005945"
"ASTE004878";"AGAP005949"
"ASTE004881";"AGAP005946"
"ASTE004879";"AGAP005948"
"ASTE004880";"AGAP005947"
"ASTE004893";"AGAP005931"
"ASTE004891";"AGAP005934"
"ASTE004888";"AGAP005938"
"ASTE004890";"AGAP005936"
"ASTE004892";"AGAP005933"
"ASTE004823";"AGAP006019"
"ASTE004897";"AGAP006665"
"ASTE004900";"AGAP006669"
"ASTE004909";"AGAP005711"
"ASTE004912";"AGAP005713"
"ASTE004833";"AGAP005999"
"ASTE004837";"AGAP005993"
"ASTE004853";"AGAP005976"
"ASTE004861";"AGAP005964"
"ASTE004862";"AGAP005963"
"ASTE004869";"AGAP005958"
"ASTE004865";"AGAP005961"
"ASTE004874";"AGAP005953"
"ASTE004877";"AGAP005951"
"ASTE004883";"AGAP005943"
"ASTE004885";"AGAP005941"
"ASTE004887";"AGAP005939"
"ASTE003294";"AGAP011603"
"ASTE008127";"AGAP003478"
"ASTE008128";"AGAP003477"
"ASTE008129";"AGAP003475"
"ASTE008130";"AGAP013065"
"ASTE002990";"AGAP009245"
"ASTE002991";"AGAP009246"
"ASTE002992";"AGAP009253"
"ASTE002992";"AGAP009247"
"ASTE002992";"AGAP009248"
"ASTE002992";"AGAP009250"
"ASTE008409";"AGAP011508"
"ASTE008408";"AGAP011509"
"ASTE002114";"AGAP009724"
"ASTE005381";"AGAP028398"
"ASTE005385";"AGAP006969"
"ASTE005378";"AGAP006108"
"ASTE005379";"AGAP006109"
"ASTE005382";"AGAP006112"
"ASTE005383";"AGAP006113"
"ASTE005380";"AGAP006111"
"ASTE005384";"AGAP006115"
"ASTE009771";"AGAP005797"
"ASTE009773";"AGAP005796"
"ASTE009775";"AGAP005795"
"ASTE000202";"AGAP004002"
"ASTE000199";"AGAP004008"
"ASTE000200";"AGAP004007"
"ASTE000204";"AGAP004000"
"ASTE000205";"AGAP004000"
"ASTE008767";"AGAP005250"
"ASTE008766";"AGAP005249"
"ASTE008769";"AGAP005252"
"ASTE008768";"AGAP005251"
"ASTE008770";"AGAP005254"
"ASTE008764";"AGAP005248"
"ASTE008588";"AGAP012475"
"ASTE008588";"AGAP008249"
"ASTE008591";"AGAP008252"
"ASTE008592";"AGAP008254"
"ASTE008638";"AGAP008312"
"ASTE008640";"AGAP008314"
"ASTE008645";"AGAP008318"
"ASTE008598";"AGAP008263"
"ASTE008596";"AGAP008260"
"ASTE008596";"AGAP013767"
"ASTE008596";"AGAP008258"
"ASTE008596";"AGAP008259"
"ASTE008597";"AGAP008262"
"ASTE008599";"AGAP008264"
"ASTE008647";"AGAP008320"
"ASTE008657";"AGAP008329"
"ASTE008657";"AGAP012939"
"ASTE008654";"AGAP008327"
"ASTE008658";"AGAP008330"
"ASTE008652";"AGAP008325"
"ASTE008661";"AGAP008332"
"ASTE008659";"AGAP028184"
"ASTE008659";"AGAP008331"
"ASTE008650";"AGAP008323"
"ASTE008665";"AGAP008336"
"ASTE008664";"AGAP008335"
"ASTE008673";"AGAP008345"
"ASTE008667";"AGAP008339"
"ASTE008671";"AGAP008342"
"ASTE008672";"AGAP008344"
"ASTE008675";"AGAP008347"
"ASTE008681";"AGAP008353"
"ASTE008683";"AGAP008356"
"ASTE008686";"AGAP028019"
"ASTE008688";"AGAP008359"
"ASTE008693";"AGAP008364"
"ASTE008698";"AGAP008375"
"ASTE008702";"AGAP008379"
"ASTE008692";"AGAP008363"
"ASTE008697";"AGAP008374"
"ASTE008699";"AGAP008376"
"ASTE008705";"AGAP008381"
"ASTE008710";"AGAP008387"
"ASTE008706";"AGAP008382"
"ASTE008709";"AGAP008385"
"ASTE008600";"AGAP008265"
"ASTE008603";"AGAP008267"
"ASTE008607";"AGAP008270"
"ASTE008609";"AGAP008272"
"ASTE008606";"AGAP008269"
"ASTE008610";"AGAP008273"
"ASTE008608";"AGAP008271"
"ASTE008601";"AGAP013727"
"ASTE008714";"AGAP008391"
"ASTE008715";"AGAP008392"
"ASTE008604";"AGAP008268"
"ASTE008713";"AGAP008390"
"ASTE008716";"AGAP008393"
"ASTE008718";"AGAP008398"
"ASTE008712";"AGAP008389"
"ASTE008721";"AGAP028212"
"ASTE008723";"AGAP008403"
"ASTE008724";"AGAP008404"
"ASTE008726";"AGAP008406"
"ASTE008722";"AGAP008402"
"ASTE008732";"AGAP009242"
"ASTE008611";"AGAP008274"
"ASTE008612";"AGAP008275"
"ASTE008614";"AGAP008279"
"ASTE008614";"AGAP008278"
"ASTE008622";"AGAP008298"
"ASTE008621";"AGAP008297"
"ASTE008618";"AGAP008287"
"ASTE008619";"AGAP008288"
"ASTE008617";"AGAP008286"
"ASTE008627";"AGAP008302"
"ASTE008625";"AGAP008300"
"ASTE008629";"AGAP008303"
"ASTE008632";"AGAP008305"
"ASTE008590";"AGAP008251"
"ASTE008590";"AGAP012474"
"ASTE008641";"AGAP008315"
"ASTE008637";"AGAP008311"
"ASTE008646";"AGAP012828"
"ASTE008646";"AGAP008319"
"ASTE008593";"AGAP008255"
"ASTE008648";"AGAP008321"
"ASTE008653";"AGAP008326"
"ASTE008655";"AGAP008328"
"ASTE008662";"AGAP008894"
"ASTE008662";"AGAP008333"
"ASTE008663";"AGAP008334"
"ASTE008668";"AGAP008340"
"ASTE008669";"AGAP008341"
"ASTE008678";"AGAP008349"
"ASTE008680";"AGAP008352"
"ASTE008684";"AGAP008357"
"ASTE008689";"AGAP008360"
"ASTE008700";"AGAP008377"
"ASTE008696";"AGAP028115"
"ASTE008694";"AGAP008369"
"ASTE008704";"AGAP008380"
"ASTE008691";"AGAP008362"
"ASTE008708";"AGAP008384"
"ASTE008711";"AGAP008388"
"ASTE008720";"AGAP008400"
"ASTE008717";"AGAP008397"
"ASTE008727";"AGAP008407"
"ASTE008728";"AGAP008408"
"ASTE008731";"AGAP009241"
"ASTE008730";"AGAP009240"
"ASTE008616";"AGAP008280"
"ASTE008615";"AGAP008281"
"ASTE008623";"AGAP013772"
"ASTE008624";"AGAP008299"
"ASTE008626";"AGAP008301"
"ASTE008633";"AGAP008306"
"ASTE008589";"AGAP008251"
"ASTE008589";"AGAP012474"
"ASTE008639";"AGAP008313"
"ASTE008660";"AGAP013761"
"ASTE008649";"AGAP008322"
"ASTE008651";"AGAP008324"
"ASTE008666";"AGAP008337"
"ASTE008674";"AGAP028597"
"ASTE008682";"AGAP008354"
"ASTE008679";"AGAP008350"
"ASTE008687";"AGAP008358"
"ASTE008695";"AGAP008373"
"ASTE008701";"AGAP008378"
"ASTE008719";"AGAP008399"
"ASTE008725";"AGAP008405"
"ASTE008613";"AGAP008276"
"ASTE008613";"AGAP013716"
"ASTE008613";"AGAP028218"
"ASTE008613";"AGAP008277"
"ASTE008620";"AGAP008289"
"ASTE008631";"AGAP008304"
"ASTE008677";"AGAP008348"
"ASTE008635";"AGAP008308"
"ASTE014974";"AGAP028120"
"ASTE014981";"AGAP008343"
"ASTE001361";"AGAP003644"
"ASTE001421";"AGAP004604"
"ASTE001432";"AGAP004589"
"ASTE001429";"AGAP004593"
"ASTE001427";"AGAP004594"
"ASTE001370";"AGAP012922"
"ASTE001376";"AGAP003657"
"ASTE001408";"AGAP013477"
"ASTE001406";"AGAP003684"
"ASTE001430";"AGAP004592"
"ASTE001369";"AGAP012992"
"ASTE001374";"AGAP013179"
"ASTE001382";"AGAP003661"
"ASTE001384";"AGAP003663"
"ASTE001391";"AGAP003669"
"ASTE001395";"AGAP003672"
"ASTE001398";"AGAP003674"
"ASTE001410";"AGAP013425"
"ASTE001363";"AGAP003646"
"ASTE001363";"AGAP013307"
"ASTE001359";"AGAP004021"
"ASTE001362";"AGAP003645"
"ASTE001362";"AGAP012550"
"ASTE001364";"AGAP003648"
"ASTE001420";"AGAP004603"
"ASTE001423";"AGAP004598"
"ASTE001425";"AGAP004596"
"ASTE001419";"AGAP004604"
"ASTE001422";"AGAP004599"
"ASTE001433";"AGAP004588"
"ASTE001426";"AGAP004595"
"ASTE001367";"AGAP003651"
"ASTE001371";"AGAP003652"
"ASTE001366";"AGAP012611"
"ASTE001366";"AGAP003650"
"ASTE001366";"AGAP012799"
"ASTE001373";"AGAP003655"
"ASTE001434";"AGAP004587"
"ASTE001435";"AGAP004586"
"ASTE001378";"AGAP012857"
"ASTE001378";"AGAP012590"
"ASTE001381";"AGAP003660"
"ASTE001379";"AGAP003658"
"ASTE001390";"AGAP003667"
"ASTE001390";"AGAP012642"
"ASTE001383";"AGAP003662"
"ASTE001385";"AGAP003664"
"ASTE001394";"AGAP003671"
"ASTE001400";"AGAP003676"
"ASTE001403";"AGAP003680"
"ASTE001407";"AGAP003685"
"ASTE001409";"AGAP003686"
"ASTE001413";"AGAP003689"
"ASTE001415";"AGAP013255"
"ASTE001415";"AGAP012745"
"ASTE001415";"AGAP013188"
"ASTE001415";"AGAP013393"
"ASTE001365";"AGAP003649"
"ASTE001360";"AGAP003643"
"ASTE001424";"AGAP004597"
"ASTE001424";"AGAP012646"
"ASTE001431";"AGAP004591"
"ASTE001372";"AGAP003654"
"ASTE001377";"AGAP012591"
"ASTE001388";"AGAP003665"
"ASTE001387";"AGAP013358"
"ASTE001389";"AGAP003666"
"ASTE001393";"AGAP003670"
"ASTE001401";"AGAP003678"
"ASTE001402";"AGAP003679"
"ASTE001399";"AGAP012665"
"ASTE001399";"AGAP003675"
"ASTE001404";"AGAP013100"
"ASTE001405";"AGAP003681"
"ASTE001412";"AGAP013274"
"ASTE001412";"AGAP003688"
"ASTE001418";"AGAP004605"
"ASTE001411";"AGAP003687"
"ASTE001414";"AGAP003695"
"ASTE001416";"AGAP013001"
"ASTE014145";"AGAP003651"
"ASTE003548";"AGAP001761"
"ASTE003540";"AGAP002942"
"ASTE003541";"AGAP002940"
"ASTE003543";"AGAP002938"
"ASTE003542";"AGAP002939"
"ASTE003552";"AGAP001765"
"ASTE003545";"AGAP002936"
"ASTE003544";"AGAP002937"
"ASTE003547";"AGAP012932"
"ASTE003547";"AGAP001762"
"ASTE003551";"AGAP001764"
"ASTE003550";"AGAP001763"
"ASTE003546";"AGAP002935"
"ASTE009102";"AGAP010101"
"ASTE009097";"AGAP010094"
"ASTE009097";"AGAP013723"
"ASTE009101";"AGAP010108"
"ASTE009101";"AGAP010121"
"ASTE009101";"AGAP010104"
"ASTE009101";"AGAP010102"
"ASTE009101";"AGAP010107"
"ASTE009101";"AGAP010106"
"ASTE009101";"AGAP010103"
"ASTE009096";"AGAP010096"
"ASTE009109";"AGAP010129"
"ASTE009110";"AGAP010130"
"ASTE009112";"AGAP010132"
"ASTE009112";"AGAP012849"
"ASTE009107";"AGAP010128"
"ASTE009107";"AGAP013749"
"ASTE009107";"AGAP010113"
"ASTE009107";"AGAP010119"
"ASTE009107";"AGAP010112"
"ASTE009107";"AGAP010126"
"ASTE009107";"AGAP010116"
"ASTE009107";"AGAP010120"
"ASTE009107";"AGAP010114"
"ASTE009107";"AGAP010117"
"ASTE009107";"AGAP010127"
"ASTE009104";"AGAP010105"
"ASTE009106";"AGAP010118"
"ASTE009106";"AGAP010111"
"ASTE009106";"AGAP010125"
"ASTE009111";"AGAP010131"
"ASTE009105";"AGAP010109"
"ASTE009105";"AGAP010124"
"ASTE009105";"AGAP010123"
"ASTE009108";"AGAP010115"
"ASTE015030";"AGAP010100"
"ASTE015030";"AGAP010099"
"ASTE003912";"AGAP004944"
"ASTE003911";"AGAP004943"
"ASTE003914";"AGAP004947"
"ASTE008568";"AGAP000943"
"ASTE008570";"AGAP000946"
"ASTE008573";"AGAP000949"
"ASTE015911";"AGAP013490"
"ASTE015912";"AGAP009410"
"ASTE008574";"AGAP000195"
"ASTE008567";"AGAP000941"
"ASTE008577";"AGAP000191"
"ASTE008566";"AGAP000940"
"ASTE008569";"AGAP000945"
"ASTE008571";"AGAP000947"
"ASTE008578";"AGAP000190"
"ASTE008572";"AGAP000948"
"ASTE008575";"AGAP000194"
"ASTE014972";"AGAP000942"
"ASTE003390";"AGAP003573"
"ASTE003388";"AGAP003572"
"ASTE003392";"AGAP013217"
"ASTE003393";"AGAP003576"
"ASTE003394";"AGAP003577"
"ASTE003391";"AGAP003574"
"ASTE003387";"AGAP003572"
"ASTE004099";"AGAP002251"
"ASTE004093";"AGAP028473"
"ASTE004095";"AGAP002257"
"ASTE004094";"AGAP002258"
"ASTE004097";"AGAP002253"
"ASTE004090";"AGAP002261"
"ASTE004096";"AGAP002255"
"ASTE004098";"AGAP002252"
"ASTE004092";"AGAP002259"
"ASTE004091";"AGAP002260"
"ASTE004089";"AGAP002262"
"ASTE010142";"AGAP002341"
"ASTE010144";"AGAP002339"
"ASTE010146";"AGAP002337"
"ASTE010145";"AGAP002338"
"ASTE010143";"AGAP002340"
"ASTE003417";"AGAP013127"
"ASTE003418";"AGAP000074"
"ASTE003420";"AGAP000075"
"ASTE003416";"AGAP000073"
"ASTE003419";"AGAP013356"
"ASTE009769";"AGAP001507"
"ASTE009765";"AGAP001501"
"ASTE009767";"AGAP001505"
"ASTE009766";"AGAP001502"
"ASTE009768";"AGAP001506"
"ASTE009760";"AGAP001496"
"ASTE009761";"AGAP001497"
"ASTE009762";"AGAP001498"
"ASTE009764";"AGAP001500"
"ASTE009759";"AGAP001495"
"ASTE009763";"AGAP001499"
"ASTE009770";"AGAP001627"
"ASTE003830";"AGAP013199"
"ASTE003828";"AGAP004576"
"ASTE003836";"AGAP012891"
"ASTE003836";"AGAP004582"
"ASTE003836";"AGAP004583"
"ASTE003836";"AGAP004581"
"ASTE003837";"AGAP004584"
"ASTE003833";"AGAP004577"
"ASTE003832";"AGAP004578"
"ASTE003832";"AGAP012634"
"ASTE003835";"AGAP004580"
"ASTE003834";"AGAP004579"
"ASTE003838";"AGAP004585"
"ASTE003829";"AGAP013461"
"ASTE003829";"AGAP028489"
"ASTE007583";"AGAP009334"
